id_colonia,colonia,id_alcaldia,alcaldia,n_incidentes
16-097,LOMAS DE CHAPULTEPEC III,16,MIGUEL HIDALGO,1283
10-189,REAL DEL MONTE,10,ALVARO OBREGON,1282
03-134,PASEOS DE TAXQUEÑA II,3,COYOACAN,1278
07-283,LOMAS DE SAN LORENZO I,7,IZTAPALAPA,1278
11-027,OJO DE AGUA,11,TLAHUAC,1277
17-060,VALENTIN GOMEZ FARIAS,17,VENUSTIANO CARRANZA,1276
03-045,EL RELOJ,3,COYOACAN,1272
07-205,SANTA BARBARA (BARR) I,7,IZTAPALAPA,1271
16-044,LOMAS DE REFORMA (LOMAS DE CHAPULTEPEC),16,MIGUEL HIDALGO,1268
10-139,LOMAS DE SAN ANGEL INN,10,ALVARO OBREGON,1261
16-014,ARGENTINA ANTIGUA,16,MIGUEL HIDALGO,1260
16-026,DEL BOSQUE (POLANCO),16,MIGUEL HIDALGO,1260
06-046,AGRICOLA ORIENTAL VII,6,IZTACALCO,1259
10-106,LA MEXICANA,10,ALVARO OBREGON,1255
07-291,SAN MIGUEL TEOTONGO I,7,IZTAPALAPA,1251
07-219,SANTIAGO ACAHUALTEPEC (PBLO),7,IZTAPALAPA,1250
11-026,MIGUEL HIDALGO OTE,11,TLAHUAC,1247
12-214,PEDREGAL DE SN NICOLAS 4A SECC II,12,TLALPAN,1244
03-136,PEDREGAL DE SANTA URSULA II,3,COYOACAN,1242
03-132,ALIANZA POPULAR REVOLUCIONARIA PONIENTE (U HAB),3,COYOACAN,1241
05-033,CUAUTEPEC DE MADERO,5,GUSTAVO A. MADERO,1241
03-036,DE LA CANDELARIA (PBLO),3,COYOACAN,1239
07-076,FRANCISCO VILLA,7,IZTAPALAPA,1229
05-234,PROVIDENCIA I,5,GUSTAVO A. MADERO,1228
02-061,PORVENIR,2,AZCAPOTZALCO,1227
11-019,LA NOPALERA,11,TLAHUAC,1218
17-042,MOCTEZUMA 1A SECCION,17,VENUSTIANO CARRANZA,1218
11-021,LAS ARBOLEDAS,11,TLAHUAC,1215
03-035,CUADRANTE DE SAN FRANCISCO,3,COYOACAN,1211
13-019,LA CEBADA,13,XOCHIMILCO,1199
07-194,SAN LORENZO XICOTENCATL (PBLO),7,IZTAPALAPA,1193
05-091,JUAN GONZALEZ ROMERO,5,GUSTAVO A. MADERO,1191
13-012,EL ROSARIO (BARR),13,XOCHIMILCO,1190
07-309,2A AMPLIACION SANTIAGO ACAHUALTEPEC II,7,IZTAPALAPA,1189
05-216,CAMPESTRE ARAGON II,5,GUSTAVO A. MADERO,1186
15-061,NONOALCO-TLATELOLCO (U HAB) III,15,CUAUHTEMOC,1186
03-144,PEDREGAL DE STO DOMINGO VI,3,COYOACAN,1177
02-077,SAN FRANCISCO TETECALA (PBLO),2,AZCAPOTZALCO,1175
15-033,VALLE GOMEZ,15,CUAUHTEMOC,1171
10-004,HACIENDA DE GUADALUPE CHIMALISTAC,10,ALVARO OBREGON,1168
09-008,SAN PABLO OZTOTEPEC (PBLO),9,MILPA ALTA,1166
12-220,ISIDRO FABELA II (ORIENTE),12,TLALPAN,1166
14-032,NOCHE BUENA,14,BENITO JUAREZ,1165
13-015,JARDINES DEL SUR,13,XOCHIMILCO,1155
05-126,MAXIMINO AVILA CAMACHO,5,GUSTAVO A. MADERO,1154
03-131,ALIANZA POPULAR REVOLUCIONARIA NORTE (U HAB),3,COYOACAN,1153
02-009,COLTONGO,2,AZCAPOTZALCO,1149
12-093,COAPA-VILLA CUEMANCO,12,TLALPAN,1147
15-018,MAZA,15,CUAUHTEMOC,1144
03-138,PEDREGAL DE SANTA URSULA IV,3,COYOACAN,1143
16-023,CUAUHTEMOC PENSIL,16,MIGUEL HIDALGO,1137
16-086,16 DE SEPTIEMBRE,16,MIGUEL HIDALGO,1134
12-023,CLUB DE GOLF MEXICO-SAN BUENAVENTURA,12,TLALPAN,1130
16-003,AMERICA,16,MIGUEL HIDALGO,1129
05-031,CTM ATZACOALCO (U HAB),5,GUSTAVO A. MADERO,1122
07-251,ZACAHUITZCO,7,IZTAPALAPA,1122
07-265,CONSEJO AGRARISTA MEXICANO II,7,IZTAPALAPA,1120
05-032,CTM EL RISCO (U HAB),5,GUSTAVO A. MADERO,1118
07-260,CERRO DE LA ESTRELLA I,7,IZTAPALAPA,1112
10-172,PILOTO (ADOLFO LOPEZ MATEOS) (AMPL),10,ALVARO OBREGON,1112
11-001,AGRICOLA METROPOLITANA,11,TLAHUAC,1112
06-049,CAMPAMENTO 2 DE OCTUBRE II,6,IZTACALCO,1111
17-054,REVOLUCION,17,VENUSTIANO CARRANZA,1109
07-224,SINATEL (AMPL),7,IZTAPALAPA,1107
11-040,SANTA CATARINA YECAHUIZOTL (PBLO),11,TLAHUAC,1105
06-039,ZAPOTLA (BARR),6,IZTACALCO,1104
12-105,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 3 (U HAB),12,TLALPAN,1103
11-015,LA ESTACION,11,TLAHUAC,1102
17-015,CUATRO ARBOLES,17,VENUSTIANO CARRANZA,1096
05-029,CONSTITUCION DE LA REPUBLICA,5,GUSTAVO A. MADERO,1087
14-014,EXTREMADURA INSURGENTES,14,BENITO JUAREZ,1087
05-034,CUAUTEPEC EL ALTO (PBLO),5,GUSTAVO A. MADERO,1086
14-034,OCHO DE AGOSTO,14,BENITO JUAREZ,1085
02-038,JARDIN AZPEITIA,2,AZCAPOTZALCO,1083
14-007,ATENOR SALAS,14,BENITO JUAREZ,1083
03-141,PEDREGAL DE STO DOMINGO III,3,COYOACAN,1079
05-105,LA MALINCHE,5,GUSTAVO A. MADERO,1078
17-003,AERONAUTICA MILITAR,17,VENUSTIANO CARRANZA,1078
11-058,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II,11,TLAHUAC,1076
16-047,LOS MORALES (POLANCO),16,MIGUEL HIDALGO,1068
10-077,GARCIMARRERO NORTE,10,ALVARO OBREGON,1067
02-049,NEXTENGO (BARR),2,AZCAPOTZALCO,1065
07-276,JOSE LOPEZ PORTILLO II,7,IZTAPALAPA,1062
09-010,SAN SALVADOR CUAUHTENCO (PBLO),9,MILPA ALTA,1058
16-061,PENSIL SAN JUANICO,16,MIGUEL HIDALGO,1051
08-038,PUEBLO NUEVO ALTO,8,LA MAGDALENA CONTRERAS,1050
14-018,INSURGENTES SAN BORJA,14,BENITO JUAREZ,1048
05-153,SAN JOSE DE LA ESCALERA,5,GUSTAVO A. MADERO,1047
11-011,GRANJAS CABRERA,11,TLAHUAC,1046
07-001,ACULCO (PBLO),7,IZTAPALAPA,1043
02-080,SAN MARCOS (BARR),2,AZCAPOTZALCO,1040
17-045,NICOLAS BRAVO,17,VENUSTIANO CARRANZA,1038
05-224,INDUSTRIAL II,5,GUSTAVO A. MADERO,1035
12-163,SANTO TOMAS AJUSCO (PBLO),12,TLALPAN,1033
03-142,PEDREGAL DE STO DOMINGO IV,3,COYOACAN,1030
05-106,LA PASTORA,5,GUSTAVO A. MADERO,1028
12-074,LA MAGDALENA PETLACALCO (PBLO),12,TLALPAN,1024
02-111,SAN PEDRO XALPA (AMPL) I,2,AZCAPOTZALCO,1022
12-018,CANTERA PUENTE DE PIEDRA,12,TLALPAN,1021
07-057,EL RETOÑO,7,IZTAPALAPA,1019
07-307,XALPA III,7,IZTAPALAPA,1019
05-132,PALMATITLA,5,GUSTAVO A. MADERO,1018
16-059,PALMITAS (POLANCO),16,MIGUEL HIDALGO,1013
05-124,MARTIRES DE RIO BLANCO,5,GUSTAVO A. MADERO,1012
07-005,ALVARO OBREGON,7,IZTAPALAPA,1011
17-004,ALVARO OBREGON,17,VENUSTIANO CARRANZA,1009
02-067,REYNOSA TAMAULIPAS,2,AZCAPOTZALCO,1008
13-023,LA NORIA TEPEPAN,13,XOCHIMILCO,1001
10-218,TLACOPAC,10,ALVARO OBREGON,996
12-072,LA JOYA,12,TLALPAN,993
06-006,CUCHILLA AGRICOLA ORIENTAL,6,IZTACALCO,992
08-025,LA MALINCHE,8,LA MAGDALENA CONTRERAS,991
07-030,CITLALLI,7,IZTAPALAPA,990
03-104,SAN MATEO (BARR),3,COYOACAN,985
07-254,1A AMPLIACION SANTIAGO ACAHUALTEPEC,7,IZTAPALAPA,984
11-036,SAN MIGUEL ZAPOTITLA,11,TLAHUAC,984
07-047,"EJTO CONSTITUCIONALISTA, SUPERMANZANA II ( U HAB)",7,IZTAPALAPA,983
05-086,JORGE NEGRETE,5,GUSTAVO A. MADERO,981
10-253,OLIVAR DEL CONDE 1RA SECCION II,10,ALVARO OBREGON,981
03-055,IMAN 580 (U HAB),3,COYOACAN,977
17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA,977
02-040,LA PRECIOSA,2,AZCAPOTZALCO,976
13-014,HUICHAPAN,13,XOCHIMILCO,976
05-227,MARTIN CARRERA I,5,GUSTAVO A. MADERO,970
02-108,VICTORIA DE LAS DEMOCRACIAS,2,AZCAPOTZALCO,968
05-255,SAN JUAN DE ARAGON 3A SECCION (U HAB) II,5,GUSTAVO A. MADERO,968
06-062,RAMOS MILLAN BRAMADERO II,6,IZTACALCO,967
05-172,SANTIAGO ATEPETLAC,5,GUSTAVO A. MADERO,965
12-155,SAN MIGUEL AJUSCO (PBLO),12,TLALPAN,959
09-011,SANTA ANA TLACOTENCO (PBLO),9,MILPA ALTA,958
07-268,DESARROLLO URBANO QUETZALCOATL I,7,IZTAPALAPA,957
07-320,CHINAMPAC DE JUAREZ III,7,IZTAPALAPA,956
04-059,SAN JOSE DE LOS CEDROS II,4,CUAJIMALPA DE MORELOS,955
04-036,NAVIDAD (GRANJAS DE NAVIDAD),4,CUAJIMALPA DE MORELOS,946
02-028,FERRERIA,2,AZCAPOTZALCO,945
08-013,HEROES DE PADIERNA,8,LA MAGDALENA CONTRERAS,939
07-185,SAN JUAN CERRO (PJE),7,IZTAPALAPA,937
10-040,CAROLA (U HAB),10,ALVARO OBREGON,937
12-070,LA FAMA,12,TLALPAN,933
16-024,DANIEL GARZA,16,MIGUEL HIDALGO,933
05-189,TRES ESTRELLAS,5,GUSTAVO A. MADERO,930
10-254,OLIVAR DEL CONDE 2DA SECCION I,10,ALVARO OBREGON,929
14-039,POSTAL,14,BENITO JUAREZ,923
06-027,REFORMA IZTACCIHUATL NORTE,6,IZTACALCO,921
03-153,TAXQUEÑA,3,COYOACAN,918
06-020,MOSCO CHINAMPA,6,IZTACALCO,918
15-060,NONOALCO-TLATELOLCO (U HAB) II,15,CUAUHTEMOC,918
07-106,LA ERA,7,IZTAPALAPA,916
03-125,XOTEPINGO,3,COYOACAN,914
07-063,EL TRIANGULO,7,IZTAPALAPA,911
03-115,VILLA PANAMERICANA 1ERA. SECCIÓN (U HAB),3,COYOACAN,910
06-005,FRACCIONAMIENTO COYUYA,6,IZTACALCO,910
03-135,PEDREGAL DE SANTA URSULA I,3,COYOACAN,909
07-243,VICENTE GUERRERO SUPER MANZANA 2 (U HAB),7,IZTAPALAPA,907
03-023,COPILCO EL BAJO,3,COYOACAN,897
06-048,CAMPAMENTO 2 DE OCTUBRE I,6,IZTACALCO,896
07-204,SAN SIMON CULHUACAN (BARR),7,IZTAPALAPA,895
10-226,TOLTECA,10,ALVARO OBREGON,895
05-232,PROGRESO NACIONAL I,5,GUSTAVO A. MADERO,894
17-021,EL ARENAL 4A SECCION,17,VENUSTIANO CARRANZA,891
07-173,RICARDO FLORES MAGON (AMPL),7,IZTAPALAPA,888
03-039,EDUCACION,3,COYOACAN,887
07-012,BANJIDAL,7,IZTAPALAPA,883
07-152,PARAISO,7,IZTAPALAPA,882
07-285,LOMAS ESTRELLA 2A SECC I,7,IZTAPALAPA,881
17-038,MERCED BALBUENA,17,VENUSTIANO CARRANZA,880
05-168,SAN PEDRO ZACATENCO (PBLO),5,GUSTAVO A. MADERO,878
10-199,SANTA FE (U HAB),10,ALVARO OBREGON,876
07-252,ZONA MILITAR FAVE SEDENA (U HAB),7,IZTAPALAPA,875
10-071,ESTADO DE HIDALGO,10,ALVARO OBREGON,874
11-033,SAN JOSE,11,TLAHUAC,874
16-072,SAN DIEGO OCOYOACAC,16,MIGUEL HIDALGO,870
17-012,CARACOL,17,VENUSTIANO CARRANZA,870
05-077,HEROE DE NACOZARI,5,GUSTAVO A. MADERO,868
05-215,CAMPESTRE ARAGON I,5,GUSTAVO A. MADERO,862
07-303,VALLE DE SAN LORENZO I,7,IZTAPALAPA,862
07-105,LA COLMENA (U HAB),7,IZTAPALAPA,860
07-120,LEYES DE REFORMA 2A SECCION,7,IZTAPALAPA,860
12-053,HACIENDA SAN JUAN-RINCON DE SAN JUAN-CHIMALI,12,TLALPAN,860
07-164,PROGRESISTA,7,IZTAPALAPA,858
13-035,SAN ANDRES AHUAYUCAN (PBLO),13,XOCHIMILCO,858
10-108,LA OTRA BANDA,10,ALVARO OBREGON,857
10-224,TLAPECHICO,10,ALVARO OBREGON,852
10-227,TORRES DE MIXCOAC (U HAB),10,ALVARO OBREGON,851
02-011,COSMOPOLITA (AMPL),2,AZCAPOTZALCO,848
11-034,SAN JUAN IXTAYOPAN (PBLO),11,TLAHUAC,847
12-137,REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA,12,TLALPAN,847
02-097,SANTIAGO AHUIZOTLA (PBLO),2,AZCAPOTZALCO,845
17-032,JANITZIO,17,VENUSTIANO CARRANZA,844
14-020,JOSEFA ORTIZ DE DOMINGUEZ,14,BENITO JUAREZ,843
06-017,LA CRUZ,6,IZTACALCO,842
07-054,EL MOLINO,7,IZTAPALAPA,840
05-176,SIETE MARAVILLAS,5,GUSTAVO A. MADERO,839
14-038,PORTALES ORIENTE,14,BENITO JUAREZ,836
05-108,LA PRADERA,5,GUSTAVO A. MADERO,830
03-066,LA MAGDALENA CULHUACAN (BARR),3,COYOACAN,828
12-115,PARRES EL GUARDA (PBLO),12,TLALPAN,828
03-084,OXTOPULCO UNIVERSIDAD,3,COYOACAN,825
05-051,EL OLIVO,5,GUSTAVO A. MADERO,819
12-130,PRADO COAPA 2A SECCION,12,TLALPAN,815
07-258,BUENAVISTA I,7,IZTAPALAPA,814
07-099,JARDINES DE SAN LORENZO,7,IZTAPALAPA,813
12-062,ISSSFAM NO. 1 (U HAB)-VILLA TLALPAN,12,TLALPAN,813
02-015,DEL GAS,2,AZCAPOTZALCO,812
12-127,POPULAR STA TERESA,12,TLALPAN,810
15-041,CENTRO V,15,CUAUHTEMOC,807
07-263,CHINAMPAC DE JUAREZ II,7,IZTAPALAPA,806
07-293,SAN MIGUEL TEOTONGO III,7,IZTAPALAPA,804
12-004,AMPLIACION MIGUEL HIDALGO 4A SECC,12,TLALPAN,803
07-180,SAN IGNACIO (BARR),7,IZTAPALAPA,799
07-203,SAN SEBASTIAN TECOLOXTITLAN (PBLO),7,IZTAPALAPA,799
05-196,VASCO DE QUIROGA,5,GUSTAVO A. MADERO,796
15-059,NONOALCO-TLATELOLCO (U HAB) I,15,CUAUHTEMOC,796
16-040,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),16,MIGUEL HIDALGO,792
07-114,LA POLVORILLA,7,IZTAPALAPA,788
07-154,PARAJE SAN JUAN,7,IZTAPALAPA,786
12-213,PEDREGAL DE SN NICOLAS 4A SECC I,12,TLALPAN,786
03-099,ROMERO DE TERREROS (FRACC),3,COYOACAN,784
07-264,CONSEJO AGRARISTA MEXICANO I,7,IZTAPALAPA,784
16-050,MEXICO NUEVO,16,MIGUEL HIDALGO,784
17-006,ARTES GRAFICAS,17,VENUSTIANO CARRANZA,783
04-033,LOMAS DEL CHAMIZAL,4,CUAJIMALPA DE MORELOS,775
10-171,PILOTO (ADOLFO LOPEZ MATEOS),10,ALVARO OBREGON,774
12-047,FUENTES BROTANTES MIGUEL HIDALGO (U HAB),12,TLALPAN,772
17-052,PROGRESISTA,17,VENUSTIANO CARRANZA,770
17-062,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,770
05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO,769
05-183,TLACAMACA,5,GUSTAVO A. MADERO,769
12-191,VILLA COAPA (RDCIAL),12,TLALPAN,769
07-124,LOMAS DE SANTA CRUZ MEYEHUALCO,7,IZTAPALAPA,765
17-031,JAMAICA,17,VENUSTIANO CARRANZA,762
12-029,CRUZ DEL FAROL,12,TLALPAN,760
02-112,SAN PEDRO XALPA (AMPL) II,2,AZCAPOTZALCO,759
13-044,LAS PERITAS,13,XOCHIMILCO,759
03-043,EL MIRADOR,3,COYOACAN,758
07-051,EL MANTO,7,IZTAPALAPA,758
03-098,ROMERO DE TERREROS,3,COYOACAN,756
05-066,GERTRUDIS SANCHEZ 1A SECCION,5,GUSTAVO A. MADERO,756
16-082,UN HOGAR PARA NOSOTROS,16,MIGUEL HIDALGO,754
04-051,XALPA,4,CUAJIMALPA DE MORELOS,752
05-251,ZONA ESCOLAR I,5,GUSTAVO A. MADERO,750
16-064,PLUTARCO ELIAS CALLES,16,MIGUEL HIDALGO,750
05-001,ACUEDUCTO DE GUADALUPE (RDCIAL),5,GUSTAVO A. MADERO,748
06-036,TLACOTAL RAMOS MILLAN,6,IZTACALCO,747
05-037,DEFENSORES DE LA REPUBLICA,5,GUSTAVO A. MADERO,745
14-022,MARIA DEL CARMEN,14,BENITO JUAREZ,744
07-234,TULA (BARR),7,IZTAPALAPA,743
07-134,LOS REYES (AMPL),7,IZTAPALAPA,742
07-064,EL TRIUNFO,7,IZTAPALAPA,741
03-122,VILLA QUIETUD (FRACC),3,COYOACAN,739
02-099,SANTO TOMAS,2,AZCAPOTZALCO,735
03-074,LOS GIRASOLES II,3,COYOACAN,735
03-049,EMILIANO ZAPATA (U HAB),3,COYOACAN,730
04-017,EL MOLINO,4,CUAJIMALPA DE MORELOS,726
05-014,C T M ARAGON (U),5,GUSTAVO A. MADERO,725
05-208,25 DE JULIO,5,GUSTAVO A. MADERO,724
10-089,JALALPA EL GRANDE,10,ALVARO OBREGON,724
10-200,SANTA LUCIA,10,ALVARO OBREGON,724
03-152,PRESIDENTES EJIDALES SEGUNDA SECCION,3,COYOACAN,721
12-184,VALLE ESCONDIDO,12,TLALPAN,719
07-167,PURISIMA ATLAZOLPA,7,IZTAPALAPA,714
11-031,SAN ANDRES MIXQUIC (PBLO),11,TLAHUAC,713
02-003,PETROLERA (AMPL),2,AZCAPOTZALCO,712
02-091,SANTA CATARINA (PBLO),2,AZCAPOTZALCO,712
10-255,OLIVAR DEL CONDE 2DA SECCION II,10,ALVARO OBREGON,712
03-157,EX EJIDO SAN FRANCISCO CULHUACAN II,3,COYOACAN,708
06-030,SAN MIGUEL (BARR),6,IZTACALCO,708
13-062,SANTA CRUZ XOCHITEPEC (PBLO),13,XOCHIMILCO,704
05-098,LA FORESTAL,5,GUSTAVO A. MADERO,703
12-057,HUESO PERIFERICO-ISSSFAM NO. 7 (U HABS),12,TLALPAN,702
03-065,LA CONCEPCION (BARR),3,COYOACAN,700
05-002,ACUEDUCTO DE GUADALUPE (U HAB),5,GUSTAVO A. MADERO,699
08-009,EL OCOTAL,8,LA MAGDALENA CONTRERAS,699
02-024,EL ROSARIO B (U HAB),2,AZCAPOTZALCO,695
02-084,SAN PABLO XALPA (U HAB),2,AZCAPOTZALCO,694
09-004,SAN FRANCISCO TECOXPA (PBLO),9,MILPA ALTA,694
02-102,TEZOZOMOC,2,AZCAPOTZALCO,692
05-133,PANAMERICANA,5,GUSTAVO A. MADERO,691
07-077,FUEGO NUEVO,7,IZTAPALAPA,690
03-033,CTM VIII CULHUACAN (U HAB),3,COYOACAN,688
08-048,SAN NICOLAS TOTOLAPAN (PBLO),8,LA MAGDALENA CONTRERAS,687
11-012,JAIME TORRES BODET,11,TLAHUAC,687
13-030,NATIVITAS LA JOYA (AMPL),13,XOCHIMILCO,687
14-025,MIRAVALLE,14,BENITO JUAREZ,684
07-118,LAS PEÑAS I,7,IZTAPALAPA,681
05-067,GERTRUDIS SANCHEZ 2A SECCION,5,GUSTAVO A. MADERO,680
11-039,SANTA CATARINA (AMPL),11,TLAHUAC,680
04-045,SAN LORENZO ACOPILCO (PBLO),4,CUAJIMALPA DE MORELOS,678
12-013,BELVEDERE,12,TLALPAN,678
02-027,EX-HACIENDA EL ROSARIO,2,AZCAPOTZALCO,676
16-055,MORALES SECCION PALMAS (POLANCO),16,MIGUEL HIDALGO,676
07-317,SANTA MARIA AZTAHUACAN (U HAB),7,IZTAPALAPA,674
11-043,SELENE (AMPL),11,TLAHUAC,674
16-010,ANAHUAC MARIANO ESCOBEDO,16,MIGUEL HIDALGO,673
05-103,LA JOYITA,5,GUSTAVO A. MADERO,668
12-034,DOLORES TLALI,12,TLALPAN,668
11-016,LA HABANA,11,TLAHUAC,667
07-079,FUERTE DE LORETO - LA ANTENA (U HAB),7,IZTAPALAPA,662
13-006,SAN LORENZO,13,XOCHIMILCO,661
13-072,TLAXOPAN,13,XOCHIMILCO,661
02-074,SAN ANTONIO (FRACC),2,AZCAPOTZALCO,659
03-038,DEL NIÑO JESUS (BARR),3,COYOACAN,659
02-058,PEMEX PRADOS DEL ROSARIO (U HAB),2,AZCAPOTZALCO,658
12-146,ROMULO SANCHEZ-SAN FERNANDO (BARR)-PEÑA POBRE,12,TLALPAN,652
17-008,AVIACION CIVIL (AMPL),17,VENUSTIANO CARRANZA,652
10-195,SAN CLEMENTE,10,ALVARO OBREGON,650
08-039,PUEBLO NUEVO BAJO,8,LA MAGDALENA CONTRERAS,648
12-158,SAN NICOLAS II,12,TLALPAN,645
04-031,LOMAS DE MEMETLA,4,CUAJIMALPA DE MORELOS,644
07-304,VALLE DE SAN LORENZO II,7,IZTAPALAPA,644
07-220,SECTOR POPULAR,7,IZTAPALAPA,643
07-240,VALLE DEL SUR,7,IZTAPALAPA,642
12-043,FLORESTA-PRADO-VERGEL COAPA,12,TLALPAN,642
02-026,EUZKADI,2,AZCAPOTZALCO,636
07-141,MINERVA,7,IZTAPALAPA,634
02-016,DEL GAS (AMPL),2,AZCAPOTZALCO,632
12-108,NIÑO JESUS (BARR),12,TLALPAN,632
06-010,GABRIEL RAMOS MILLAN,6,IZTACALCO,631
07-006,ALVARO OBREGON_(FRACC),7,IZTAPALAPA,629
08-003,BARROS SIERRA,8,LA MAGDALENA CONTRERAS,629
12-222,LOMAS DE TEPEMECATL,12,TLALPAN,629
17-056,SANTA CRUZ AVIACION,17,VENUSTIANO CARRANZA,629
03-114,VILLA COYOACAN,3,COYOACAN,628
07-222,SIERRA DEL VALLE,7,IZTAPALAPA,628
08-049,SANTA TERESA,8,LA MAGDALENA CONTRERAS,628
05-237,SAN FELIPE DE JESUS I,5,GUSTAVO A. MADERO,626
10-143,LOMAS DE TARANGO,10,ALVARO OBREGON,625
07-179,SAN FRANCISCO APOLOCALCO,7,IZTAPALAPA,622
03-017,CARMEN SERDAN,3,COYOACAN,620
02-103,TIERRA NUEVA,2,AZCAPOTZALCO,618
07-223,SINATEL,7,IZTAPALAPA,617
05-220,CHALMA DE GUADALUPE II,5,GUSTAVO A. MADERO,614
14-004,ALBERT,14,BENITO JUAREZ,614
07-091,HEROES DE CHURUBUSCO,7,IZTAPALAPA,613
08-021,LA CONCEPCION,8,LA MAGDALENA CONTRERAS,613
06-035,SANTIAGO SUR (BARR),6,IZTACALCO,612
06-016,LA ASUNCION (BARR),6,IZTACALCO,610
13-083,VILLA XOCHIMILCO (U HAB),13,XOCHIMILCO,610
10-203,SANTA MARIA NONOALCO,10,ALVARO OBREGON,609
07-214,SANTA MARIA TOMATLAN (PBLO),7,IZTAPALAPA,608
02-002,ALDANA,2,AZCAPOTZALCO,607
03-048,EMILIANO ZAPATA,3,COYOACAN,607
03-042,EL CENTINELA,3,COYOACAN,606
05-236,PROVIDENCIA III,5,GUSTAVO A. MADERO,603
12-103,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 1 (U HAB),12,TLALPAN,602
06-002,AMPLIACION RAMOS MILLAN,6,IZTACALCO,601
16-057,NUEVA ARGENTINA (ARGENTINA PONIENTE),16,MIGUEL HIDALGO,599
10-140,LOMAS DE SANTA FE,10,ALVARO OBREGON,597
03-143,PEDREGAL DE STO DOMINGO V,3,COYOACAN,595
07-139,MIGUEL DE LA MADRID HURTADO,7,IZTAPALAPA,595
05-130,NUEVA TENOCHTITLAN,5,GUSTAVO A. MADERO,594
06-021,NUEVA STA ANITA,6,IZTACALCO,590
08-011,EL TANQUE,8,LA MAGDALENA CONTRERAS,590
03-151,MONTE DE PIEDAD,3,COYOACAN,589
02-043,LIBERACION,2,AZCAPOTZALCO,588
10-008,ALFALFAR,10,ALVARO OBREGON,588
10-083,GRAL C A MADRAZO,10,ALVARO OBREGON,587
07-032,CONCORDIA ZARAGOZA (U HAB),7,IZTAPALAPA,583
02-060,PLENITUD,2,AZCAPOTZALCO,581
16-076,SANTO TOMAS,16,MIGUEL HIDALGO,581
05-206,15 DE AGOSTO,5,GUSTAVO A. MADERO,580
04-052,ZENTLAPATL,4,CUAJIMALPA DE MORELOS,579
10-161,OCHO DE AGOSTO,10,ALVARO OBREGON,579
10-065,EL PIRUL,10,ALVARO OBREGON,577
07-035,CUCHILLAS DEL MORAL (U HAB),7,IZTAPALAPA,576
05-164,SAN JUAN Y GUADALUPE TICOMAN (BARR),5,GUSTAVO A. MADERO,573
10-213,TETELPAN,10,ALVARO OBREGON,573
14-048,VILLA DE CORTES,14,BENITO JUAREZ,573
17-065,10 DE MAYO,17,VENUSTIANO CARRANZA,572
13-001,ALTOS TEPETLICA,13,XOCHIMILCO,571
10-250,LOMAS DE PLATEROS (U HAB) I,10,ALVARO OBREGON,570
12-188,VERGEL DE COYOACAN-VERGEL DEL SUR,12,TLALPAN,569
07-259,BUENAVISTA II,7,IZTAPALAPA,567
10-259,RESIDENCIAL LOS PINOS (U HAB),10,ALVARO OBREGON,566
07-244,VICENTE GUERRERO SUPER MANZANA 3 (U HAB),7,IZTAPALAPA,565
12-079,LOMAS ALTAS DE PADIERNA SUR,12,TLALPAN,565
02-093,SANTA CRUZ DE LAS SALINAS,2,AZCAPOTZALCO,561
05-134,PANAMERICANA (AMPL),5,GUSTAVO A. MADERO,559
12-040,EMILIO PORTES GIL PEMEX PICACHO (U HAB),12,TLALPAN,559
12-035,EJIDOS DE SAN PEDRO MARTIR I (NORTE),12,TLALPAN,557
12-219,EJIDOS DE SAN PEDRO MARTIR II (SUR),12,TLALPAN,557
07-021,CAMPESTRE POTRERO,7,IZTAPALAPA,556
10-018,ARTURO MARTINEZ,10,ALVARO OBREGON,556
10-019,ARVIDE,10,ALVARO OBREGON,556
13-036,SAN ANTONIO (BARR),13,XOCHIMILCO,554
07-098,JARDINES DE CHURUBUSCO,7,IZTAPALAPA,550
11-014,LA DRAGA,11,TLAHUAC,548
02-069,SAN MIGUEL AMANTLA (PBLO),2,AZCAPOTZALCO,547
05-248,SAN JUAN DE ARAGON 7 SECC (U HAB) II,5,GUSTAVO A. MADERO,547
07-212,SANTA MARIA TOMATLAN,7,IZTAPALAPA,544
17-067,20 DE NOVIEMBRE (AMPL),17,VENUSTIANO CARRANZA,544
02-001,AGUILERA,2,AZCAPOTZALCO,539
12-024,COAPA 2A SECCION-RAMOS MILLAN,12,TLALPAN,538
04-008,COLA DE PATO,4,CUAJIMALPA DE MORELOS,537
02-094,SANTA INES,2,AZCAPOTZALCO,536
06-054,JUVENTINO ROSAS I,6,IZTACALCO,534
07-282,LOMAS DE LA ESTANCIA II,7,IZTAPALAPA,534
08-012,EL TORO,8,LA MAGDALENA CONTRERAS,534
10-134,LOMAS DE LOS ANGELES TETELPAN,10,ALVARO OBREGON,534
16-043,LOMAS DE REFORMA,16,MIGUEL HIDALGO,533
10-131,LOMAS DE GUADALUPE,10,ALVARO OBREGON,531
