folio,fecha_creacion,colonia_fuente,alcaldia_fuente,id_colonia,colonia,id_alcaldia,alcaldia
C5/190525/08297,2019-05-25,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/190619/04343,2019-06-19,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/190619/04343,2019-06-19,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/190705/08284,2019-07-05,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/190705/08284,2019-07-05,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/190719/02088,2019-07-19,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/190719/02088,2019-07-19,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/190722/05217,2019-07-22,VERACRUZANA (AMPL),IZTAPALAPA,07-072,ESTADO DE VERACRUZ,7,IZTAPALAPA
C5/190722/05217,2019-07-22,VERACRUZANA (AMPL),IZTAPALAPA,07-241,VERACRUZANA (AMPL),7,IZTAPALAPA
C5/190907/00010,2019-09-06,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/190907/00010,2019-09-06,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/190918/05599,2019-09-18,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/190918/05599,2019-09-18,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/190926/02841,2019-09-26,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/190926/02841,2019-09-26,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/191012/02083,2019-10-12,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191012/02083,2019-10-12,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191017/04548,2019-10-17,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191017/04548,2019-10-17,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191017/04917,2019-10-17,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191017/04917,2019-10-17,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191019/00494,2019-10-19,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/191019/00494,2019-10-19,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/191019/00957,2019-10-19,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/191019/00957,2019-10-19,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/191020/06459,2019-10-20,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/191020/06459,2019-10-20,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/191026/01268,2019-10-26,INFONAVIT (U HAB),GUSTAVO A. MADERO,05-082,INFONAVIT (U HAB),5,GUSTAVO A. MADERO
C5/191026/01268,2019-10-26,INFONAVIT (U HAB),GUSTAVO A. MADERO,05-111,LA PURISIMA TICOMAN (BARR),5,GUSTAVO A. MADERO
C5/191028/08174,2019-10-28,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191028/08174,2019-10-28,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191028/08421,2019-10-28,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191028/08421,2019-10-28,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191029/00174,2019-10-29,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191029/00174,2019-10-29,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191029/00250,2019-10-29,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191029/00250,2019-10-29,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191029/07724,2019-10-29,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
C5/191029/07724,2019-10-29,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/191113/00933,2019-11-13,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191113/00933,2019-11-13,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191125/04370,2019-11-25,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191125/04370,2019-11-25,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191210/06254,2019-12-10,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191210/06254,2019-12-10,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/191214/08469,2019-12-14,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/191214/08469,2019-12-14,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/191216/03780,2019-12-16,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/191216/03780,2019-12-16,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/191229/04941,2019-12-29,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/191229/04941,2019-12-29,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/200214/08709,2020-02-14,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/200214/08709,2020-02-14,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/200226/05635,2020-02-26,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/200226/05635,2020-02-26,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/200229/06837,2020-02-29,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/200229/06837,2020-02-29,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/200325/02477,2020-03-25,VERACRUZANA (AMPL),IZTAPALAPA,07-072,ESTADO DE VERACRUZ,7,IZTAPALAPA
C5/200325/02477,2020-03-25,VERACRUZANA (AMPL),IZTAPALAPA,07-241,VERACRUZANA (AMPL),7,IZTAPALAPA
C5/200410/05511,2020-04-10,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/200410/05511,2020-04-10,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/200414/03441,2020-04-14,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/200414/03441,2020-04-14,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/200605/05639,2020-06-05,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/200605/05639,2020-06-05,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/200720/00809,2020-07-20,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/200720/00809,2020-07-20,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/200802/01596,2020-08-02,VERACRUZANA (AMPL),IZTAPALAPA,07-072,ESTADO DE VERACRUZ,7,IZTAPALAPA
C5/200802/01596,2020-08-02,VERACRUZANA (AMPL),IZTAPALAPA,07-241,VERACRUZANA (AMPL),7,IZTAPALAPA
C5/200802/01654,2020-08-02,VERACRUZANA (AMPL),IZTAPALAPA,07-072,ESTADO DE VERACRUZ,7,IZTAPALAPA
C5/200802/01654,2020-08-02,VERACRUZANA (AMPL),IZTAPALAPA,07-241,VERACRUZANA (AMPL),7,IZTAPALAPA
C5/201024/07185,2020-10-24,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/201024/07185,2020-10-24,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/201031/07536,2020-10-31,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/201031/07536,2020-10-31,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
