folio,fecha_creacion,colonia_fuente,alcaldia_fuente,id_colonia,colonia,id_alcaldia,alcaldia
C5/20230703/03508,2023-07-03,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20230703/03508,2023-07-03,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20230703/03792,2023-07-03,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20230703/03792,2023-07-03,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20230706/03644,2023-07-06,Chinampac De Juarez,Iztapalapa,07-044,EJTO CONSTITUCIONALISTA,7,IZTAPALAPA
C5/20230706/03644,2023-07-06,Chinampac De Juarez,Iztapalapa,07-278,JUAN ESCUTIA II,7,IZTAPALAPA
C5/20230711/01631,2023-07-11,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20230711/01631,2023-07-11,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20230728/01358,2023-07-28,San Miguel Chapultepec I Seccion,Miguel Hidalgo,15-016,HIPODROMO CONDESA,15,CUAUHTEMOC
C5/20230728/01358,2023-07-28,San Miguel Chapultepec I Seccion,Miguel Hidalgo,16-095,SAN MIGUEL CHAPULTEPEC II,16,MIGUEL HIDALGO
C5/20230803/02533,2023-08-03,Doctores,Cuauhtémoc,15-049,DOCTORES V,15,CUAUHTEMOC
C5/20230803/02533,2023-08-03,Doctores,Cuauhtémoc,15-063,OBRERA II,15,CUAUHTEMOC
C5/20230807/04103,2023-08-07,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20230807/04103,2023-08-07,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20230813/05200,2023-08-13,Transito,Cuauhtémoc,15-032,TRANSITO,15,CUAUHTEMOC
C5/20230813/05200,2023-08-13,Transito,Cuauhtémoc,15-063,OBRERA II,15,CUAUHTEMOC
C5/20230920/01466,2023-09-20,D M Nacional,Gustavo A. Madero,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C5/20230920/01466,2023-09-20,D M Nacional,Gustavo A. Madero,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
C5/20230920/01468,2023-09-20,D M Nacional,Gustavo A. Madero,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C5/20230920/01468,2023-09-20,D M Nacional,Gustavo A. Madero,05-187,TORRES DE SAN JUAN 1B (U HAB),5,GUSTAVO A. MADERO
C5/20230920/01473,2023-09-20,D M Nacional,Gustavo A. Madero,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C5/20230920/01473,2023-09-20,D M Nacional,Gustavo A. Madero,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
C5/20230925/02175,2023-09-25,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20230925/02175,2023-09-25,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20230929/02437,2023-09-29,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20230929/02437,2023-09-29,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20231001/05650,2023-10-01,Chinampac De Juarez,Iztapalapa,07-044,EJTO CONSTITUCIONALISTA,7,IZTAPALAPA
C5/20231001/05650,2023-10-01,Chinampac De Juarez,Iztapalapa,07-278,JUAN ESCUTIA II,7,IZTAPALAPA
C5/20231013/04696,2023-10-13,D M Nacional,Gustavo A. Madero,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C5/20231013/04696,2023-10-13,D M Nacional,Gustavo A. Madero,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
C5/20231018/02197,2023-10-18,Barrio San Miguel,Iztapalapa,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/20231018/02197,2023-10-18,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20231026/00808,2023-10-26,San Miguel Chapultepec Ii Seccion,Miguel Hidalgo,15-008,CONDESA,15,CUAUHTEMOC
C5/20231026/00808,2023-10-26,San Miguel Chapultepec Ii Seccion,Miguel Hidalgo,16-095,SAN MIGUEL CHAPULTEPEC II,16,MIGUEL HIDALGO
C5/20231117/02648,2023-11-17,San Miguel Chapultepec I Seccion,Miguel Hidalgo,15-016,HIPODROMO CONDESA,15,CUAUHTEMOC
C5/20231117/02648,2023-11-17,San Miguel Chapultepec I Seccion,Miguel Hidalgo,16-095,SAN MIGUEL CHAPULTEPEC II,16,MIGUEL HIDALGO
C5/20231119/04718,2023-11-19,Barrio La Purisima Ticoman,Gustavo A. Madero,05-082,INFONAVIT (U HAB),5,GUSTAVO A. MADERO
C5/20231119/04718,2023-11-19,Barrio La Purisima Ticoman,Gustavo A. Madero,05-111,LA PURISIMA TICOMAN (BARR),5,GUSTAVO A. MADERO
C5/20231204/01370,2023-12-04,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20231204/01370,2023-12-04,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20231204/01393,2023-12-04,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20231204/01393,2023-12-04,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20231208/01357,2023-12-08,Vasco De Quiroga,Gustavo A. Madero,05-185,TORRES DE QUIROGA (U HAB),5,GUSTAVO A. MADERO
C5/20231208/01357,2023-12-08,Vasco De Quiroga,Gustavo A. Madero,05-231,NUEVA ATZACOALCO III,5,GUSTAVO A. MADERO
C5/20231215/05893,2023-12-15,Nueva El Rosario,Azcapotzalco,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/20231215/05893,2023-12-15,Nueva El Rosario,Azcapotzalco,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
C5/20231216/00055,2023-12-16,Nueva El Rosario,Azcapotzalco,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/20231216/00055,2023-12-16,Nueva El Rosario,Azcapotzalco,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
C5/20231217/01342,2023-12-17,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20231217/01342,2023-12-17,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20231217/01426,2023-12-17,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20231217/01426,2023-12-17,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20231217/01462,2023-12-17,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20231217/01462,2023-12-17,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20231222/02518,2023-12-22,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20231222/02518,2023-12-22,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20240110/04019,2024-01-10,Nueva El Rosario,Azcapotzalco,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
C5/20240110/04019,2024-01-10,Nueva El Rosario,Azcapotzalco,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/20240114/04636,2024-01-14,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20240114/04636,2024-01-14,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20240118/01511,2024-01-18,Nueva El Rosario,Azcapotzalco,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/20240118/01511,2024-01-18,Nueva El Rosario,Azcapotzalco,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
C5/20240127/05630,2024-01-27,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20240127/05630,2024-01-27,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/20240223/01129,2024-02-23,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/20240223/01129,2024-02-23,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/210206/01177,2021-02-06,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C5/210206/01177,2021-02-06,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C5/210206/01286,2021-02-06,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/210206/01286,2021-02-06,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/210304/03710,2021-03-04,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/210304/03710,2021-03-04,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/210313/03024,2021-03-13,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-163,OLIVAR DE LOS PADRES,10,ALVARO OBREGON
C5/210313/03024,2021-03-13,PREDIO LA ANGOSTURA,ALVARO OBREGON,10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON
C5/210321/02929,2021-03-21,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/210321/02929,2021-03-21,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
GA/140623/02684,2014-06-23,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
GA/140623/02684,2014-06-23,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
GA/180509/05638,2018-05-09,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
GA/180509/05638,2018-05-09,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
IZ/140807/03094,2014-08-07,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/140807/03094,2014-08-07,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/140807/03429,2014-08-07,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/140807/03429,2014-08-07,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/151104/01495,2015-11-04,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/151104/01495,2015-11-04,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/180206/05318,2018-02-06,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/180206/05318,2018-02-06,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/180206/05736,2018-02-06,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/180206/05736,2018-02-06,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/180208/07907,2018-02-08,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/180208/07907,2018-02-08,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/180308/06380,2018-03-08,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/180308/06380,2018-03-08,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/180429/11733,2018-04-29,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/180429/11733,2018-04-29,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/180803/03369,2018-08-03,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/180803/03369,2018-08-03,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/180803/03425,2018-08-03,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/180803/03425,2018-08-03,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/181117/02770,2018-11-17,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/181117/02770,2018-11-17,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/181122/00717,2018-11-22,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/181122/00717,2018-11-22,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/190301/00089,2019-03-01,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/190301/00089,2019-03-01,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/190607/05971,2019-06-07,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/190607/05971,2019-06-07,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/190920/08774,2019-09-20,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/190920/08774,2019-09-20,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/190926/05979,2019-09-26,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/190926/05979,2019-09-26,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/200324/04162,2020-03-24,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/200324/04162,2020-03-24,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/201215/04232,2020-12-15,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
IZ/201215/04232,2020-12-15,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
IZ/210124/08955,2021-01-24,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
IZ/210124/08955,2021-01-24,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
