term,estimate,std.error,statistic,p.value,conf.low,conf.high,tiempo_evento,escenario,evento,buffer_m,outcome
fixest::tiempo_evento::-7:tratada,0.09434806158505396,0.06313485760687404,1.494389393772569,0.13524789127114759,-0.02947665032773021,0.21817277349783815,-7,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::-6:tratada,0.031874733285112124,0.05390924224227397,0.5912665798911367,0.5544155264132373,-0.07385602533402622,0.13760549190425045,-6,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::-5:tratada,0.0165897974613334,0.05223167796528114,0.3176194621271939,0.7508101850157243,-0.08585079909539461,0.1190303940180614,-5,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::-4:tratada,0.11415077307114219,0.053231224764959416,2.144432587737195,0.0321308317100918,0.009749792042112265,0.2185517541001721,-4,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::-3:tratada,0.12666185208502417,0.05844478998616827,2.1672051882640075,0.030349033389050612,0.01203564467511764,0.2412880594949307,-3,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::-2:tratada,0.0474756261715774,0.055276387442508,0.8588771511335824,0.3905218353687512,-0.06093647785608361,0.1558877301992384,-2,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
NA,0,NA,NA,NA,0,0,-1,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::0:tratada,0.06576830909841591,0.05007430940403451,1.313414201437133,0.1892096050058426,-0.03244109805341233,0.16397771625024415,0,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::1:tratada,0.03456652332549165,0.05435826946133021,0.6359018355078768,0.5249206670917332,-0.07204490039923464,0.14117794705021794,1,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::2:tratada,0.14642353018633372,0.05895452828061261,2.4836689302199977,0.01309342254286765,0.03079758665833049,0.26204947371433696,2,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::3:tratada,0.11997341036883792,0.057546814121121365,2.0847967381187167,0.037227381559028126,0.007108379066849926,0.2328384416708259,3,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
fixest::tiempo_evento::4:tratada,0.11375274923894206,0.05826801458990784,1.9522331426518917,0.05106426205463255,-5.267533022924875e-4,0.2280322517801766,4,2021-02-01 | n_victimas | 500m,2021-02,500,n_victimas
